claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,verifiability,verification_status,verification_reason,gt_source,gt_source_table,gt_source_stats,gt_values_count,gt_category_count,gt_series_count,gt_min,gt_max,gt_mean,gt_median,gt_std_dev,matched_values
claude_00308_003,claude,00308,Indicadors de salut per categoria (00308),chart_structure,"The vertical axis measures the indicator in thousands of patients, ranging from 105.7 to 270.5 thousands",value,,105.7|270.5,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,105.7|270.5
claude_00308_004,claude,00308,Indicadors de salut per categoria (00308),relevant_patterns_trends_and_comparisons,"Primary care records 105.7 thousand patients, while emergencies records 270.5 thousand patients",value,,105.7|270.5,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,105.7|270.5
claude_00308_005,claude,00308,Indicadors de salut per categoria (00308),relevant_patterns_trends_and_comparisons,The difference of 164.8 thousand patients represents a 156% increase from primary care to emergencies,trend,increase,164.8|156,,medium,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,164.8
claude_00308_006,claude,00308,Indicadors de salut per categoria (00308),essential_key_details,The minimum value is 105.7 thousand patients in primary care,extreme,min,105.7,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,105.7
claude_00308_007,claude,00308,Indicadors de salut per categoria (00308),essential_key_details,The maximum is 270.5 thousand patients in emergencies,extreme,max,270.5,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,270.5
claude_00308_008,claude,00308,Indicadors de salut per categoria (00308),essential_key_details,The average across the two categories is 188.1 thousand patients,value,,188.1,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,188.1
gemini_00308_001,gemini,00308,Indicadors de salut per categoria (00308),overview_and_main_message,"This chart shows the ""Indicadors de salut per categoria (00308)""",value,,00308,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,
gemini_00308_002,gemini,00308,Indicadors de salut per categoria (00308),chart_structure,The X-axis displays categoria ranging from Atenció primària to Urgències,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,
gemini_00308_003,gemini,00308,Indicadors de salut per categoria (00308),relevant_patterns_trends_and_comparisons,"There are distinct and predictable contrasts between the categories, revealing significant structural differences",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,
gemini_00308_004,gemini,00308,Indicadors de salut per categoria (00308),relevant_patterns_trends_and_comparisons,"Some categories consistently record much higher values than others, creating a highly stratified distribution",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,
gemini_00308_005,gemini,00308,Indicadors de salut per categoria (00308),essential_key_details,The maximum recorded value in the dataset is 270.5 milers de pacients,extreme,max,270.5,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,270.5
gemini_00308_006,gemini,00308,Indicadors de salut per categoria (00308),essential_key_details,The minimum value is 105.7 milers de pacients,extreme,min,105.7,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,105.7
gemini_00308_007,gemini,00308,Indicadors de salut per categoria (00308),essential_key_details,The overall average value across all evaluated data points is approximately 188.1 milers de pacients,value,,188.1,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,2,2,1,105.7,270.5,188.1,188.1,82.4,188.1
chatgpt_00312_001,chatgpt,00312,Evolució de salut per període (00312),overview_and_main_message,This chart shows how the health indicator changes over time,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
chatgpt_00312_002,chatgpt,00312,Evolució de salut per període (00312),overview_and_main_message,The main message is growth that intensifies to a peak in T3 and then eases,extreme,max,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
chatgpt_00312_003,chatgpt,00312,Evolució de salut per període (00312),chart_structure,"The chart’s purpose is stated by the title, “Evolució de salut per període (00312)",value,,00312,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
chatgpt_00312_004,chatgpt,00312,Evolució de salut per període (00312),chart_structure,"” The X-axis represents període, covering T1 to T4",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
chatgpt_00312_005,chatgpt,00312,Evolució de salut per període (00312),chart_structure,"The Y-axis represents milers de pacients, ranging from 134 to 280.7 milers de pacients",value,,134|280.7,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,134.0|280.7
chatgpt_00312_006,chatgpt,00312,Evolució de salut per període (00312),relevant_patterns_trends_and_comparisons,"Across the full period, the value rises from 134 to 199.3 thousand patients",value,,134|199.3,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,134.0|199.3
chatgpt_00312_007,chatgpt,00312,Evolució de salut per període (00312),relevant_patterns_trends_and_comparisons,"The highest point is a local peak in T3, at 280.7 thousand patients",extreme,max,280.7,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,280.7
chatgpt_00312_008,chatgpt,00312,Evolució de salut per període (00312),essential_key_details,The minimum value is 134 thousand patients in T1,extreme,min,134,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,134.0
chatgpt_00312_009,chatgpt,00312,Evolució de salut per període (00312),essential_key_details,The maximum value is 280.7 thousand patients in T3,extreme,max,280.7,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,280.7
chatgpt_00312_010,chatgpt,00312,Evolució de salut per període (00312),essential_key_details,The average across the full period is 203.3 thousand patients,value,,203.3,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,203.3
claude_00312_001,claude,00312,Evolució de salut per període (00312),overview_and_main_message,This chart tracks a health indicator across four quarterly periods within a single year,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
claude_00312_002,claude,00312,Evolució de salut per període (00312),overview_and_main_message,"The main message is that the indicator rises steeply from the first to the third quarter, reaching its peak then, and falls back to the level of the second quarter in the fourth quarter",extreme,max,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
claude_00312_003,claude,00312,Evolució de salut per període (00312),overview_and_main_message,"The third quarter represents a clear and dominant peak, substantially above all other periods",extreme,>,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
claude_00312_004,claude,00312,Evolució de salut per període (00312),chart_structure,"The vertical axis measures the indicator in thousands of patients, ranging from 134.0 to 280.7 thousands",value,,134.0|280.7,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,134.0|280.7
claude_00312_005,claude,00312,Evolució de salut per període (00312),relevant_patterns_trends_and_comparisons,"The series rises from Q1 (134.0 thousand) to Q2 (199.3 thousand), then jumps substantially to a peak in Q3 (280.7 thousand), before declining to Q4 (199.3 thousand), which mirrors Q2 exactly",extreme,max,134.0|199.3|280.7|199.3,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,134.0|199.3|280.7|199.3
claude_00312_006,claude,00312,Evolució de salut per període (00312),relevant_patterns_trends_and_comparisons,The peak in Q3 is 109% above Q1 and 41% above Q2 and Q4,extreme,>,109|41,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
claude_00312_007,claude,00312,Evolució de salut per període (00312),essential_key_details,The minimum value is 134.0 thousand patients in Q1,extreme,min,134.0,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,134.0
claude_00312_008,claude,00312,Evolució de salut per període (00312),essential_key_details,The maximum is 280.7 thousand patients in Q3,extreme,max,280.7,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,280.7
claude_00312_009,claude,00312,Evolució de salut per període (00312),essential_key_details,The average across the four quarters is approximately 203.3 thousand patients,value,,203.3,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,203.3
claude_00312_010,claude,00312,Evolució de salut per període (00312),essential_key_details,Q2 and Q4 share an identical value of 199.3 thousand,proportion,,199.3,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,199.3
gemini_00312_001,gemini,00312,Evolució de salut per període (00312),overview_and_main_message,"This chart shows the ""Evolució de salut per període (00312)""",value,,00312,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
gemini_00312_002,gemini,00312,Evolució de salut per període (00312),overview_and_main_message,The main conclusion is a prominent local peak or central distribution tapering off on both sides,extreme,max,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
gemini_00312_003,gemini,00312,Evolució de salut per període (00312),chart_structure,The X-axis displays període ranging from T1 to T4,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
gemini_00312_004,gemini,00312,Evolució de salut per període (00312),relevant_patterns_trends_and_comparisons,The data reveals a balanced and symmetrical shape or a noticeable peak,extreme,max,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
gemini_00312_005,gemini,00312,Evolució de salut per període (00312),relevant_patterns_trends_and_comparisons,"Values increase steadily towards a central maximum and decrease at a similar rate, creating a bell-like or peaked distribution",extreme,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,
gemini_00312_006,gemini,00312,Evolució de salut per període (00312),essential_key_details,The maximum recorded value in the dataset is 280.7 milers de pacients,extreme,max,280.7,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,280.7
gemini_00312_007,gemini,00312,Evolució de salut per període (00312),essential_key_details,The minimum value is 134.0 milers de pacients,extreme,min,134.0,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,134.0
gemini_00312_008,gemini,00312,Evolució de salut per període (00312),essential_key_details,The overall average value across all evaluated data points is approximately 203.3 milers de pacients,value,,203.3,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,134.0,280.7,203.325,199.3,52.02222481786029,203.3
chatgpt_00314_001,chatgpt,00314,Indicadors de salut per categoria (00314),overview_and_main_message,This chart compares health indicators across categories,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
chatgpt_00314_002,chatgpt,00314,Indicadors de salut per categoria (00314),overview_and_main_message,"The main message is the difference in level between categories, with Salut mental showing the highest value and Atenció primària the lowest",extreme,max,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
chatgpt_00314_003,chatgpt,00314,Indicadors de salut per categoria (00314),chart_structure,"The chart’s purpose is stated by the title, “Indicadors de salut per categoria (00314)",value,,00314,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
chatgpt_00314_004,chatgpt,00314,Indicadors de salut per categoria (00314),chart_structure,"” The X-axis represents categoria, listing 6 categories from Atenció primària to Salut mental",value,,6,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,6.0
chatgpt_00314_005,chatgpt,00314,Indicadors de salut per categoria (00314),chart_structure,"The Y-axis represents milers de pacients, ranging from 119.4 to 247.6 milers de pacients",value,,119.4|247.6,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,119.4|247.6
chatgpt_00314_006,chatgpt,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,"Values increase steadily across the categories, from Atenció primària to Salut mental",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
chatgpt_00314_007,chatgpt,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,"Later categories occupy a clearly higher range than earlier categories, indicating a strong gradient across the list",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
chatgpt_00314_008,chatgpt,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,"The average is 183.5 thousand patients, with 3 categories above that level and 3 below it",value,>,183.5|3|3,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,183.5
chatgpt_00314_009,chatgpt,00314,Indicadors de salut per categoria (00314),essential_key_details,The minimum value is 119.4 thousand patients for Atenció primària,extreme,min,119.4,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,119.4
chatgpt_00314_010,chatgpt,00314,Indicadors de salut per categoria (00314),essential_key_details,The maximum value is 247.6 thousand patients for Salut mental,extreme,max,247.6,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,247.6
chatgpt_00314_011,chatgpt,00314,Indicadors de salut per categoria (00314),essential_key_details,The average across all categories is 183.5 thousand patients,value,,183.5,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,183.5
claude_00314_001,claude,00314,Indicadors de salut per categoria (00314),overview_and_main_message,"This chart presents a single health indicator across six healthcare service categories, showing a clear and regular increase from primary care to mental health",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
claude_00314_002,claude,00314,Indicadors de salut per categoria (00314),overview_and_main_message,"The main message is that the indicator approximately doubles from the first to the last category, with a highly uniform progression at each step",ranking,,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
claude_00314_003,claude,00314,Indicadors de salut per categoria (00314),chart_structure,"The vertical axis measures the indicator in thousands of patients, ranging from 119.4 to 247.6 thousands",value,,119.4|247.6,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,119.4|247.6
claude_00314_004,claude,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,"The progression is almost perfectly linear, with each category adding approximately 25.6 thousand patients over the previous one",value,,25.6,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
claude_00314_005,claude,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,"Values rise from primary care (119.4) through emergencies (145.1), hospitalisation (170.7), diagnosis (196.3), rehabilitation (222.0), and mental health (247.6)",value,,119.4|145.1|170.7|196.3|222.0|247.6,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,119.4|145.1|170.7|196.3|222.0|247.6
claude_00314_006,claude,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,The regularity of the increase is a defining feature of this chart,trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
claude_00314_007,claude,00314,Indicadors de salut per categoria (00314),essential_key_details,The minimum value is 119.4 thousand patients in primary care,extreme,min,119.4,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,119.4
claude_00314_008,claude,00314,Indicadors de salut per categoria (00314),essential_key_details,The maximum is 247.6 thousand patients in mental health,extreme,max,247.6,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,247.6
claude_00314_009,claude,00314,Indicadors de salut per categoria (00314),essential_key_details,"The average across the six categories is approximately 183.5 thousand patients, corresponding to hospitalisation (170.7) and diagnosis (196.3)",value,,183.5|170.7|196.3,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,183.5|170.7|196.3
gemini_00314_001,gemini,00314,Indicadors de salut per categoria (00314),overview_and_main_message,"This chart shows the ""Indicadors de salut per categoria (00314)""",value,,00314,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
gemini_00314_002,gemini,00314,Indicadors de salut per categoria (00314),chart_structure,The X-axis displays categoria ranging from Atenció primària to Salut mental,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
gemini_00314_003,gemini,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,"There are distinct and predictable contrasts between the categories, revealing significant structural differences",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
gemini_00314_004,gemini,00314,Indicadors de salut per categoria (00314),relevant_patterns_trends_and_comparisons,"Some categories consistently record much higher values than others, creating a highly stratified distribution",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,
gemini_00314_005,gemini,00314,Indicadors de salut per categoria (00314),essential_key_details,The maximum recorded value in the dataset is 247.6 milers de pacients,extreme,max,247.6,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,247.6
gemini_00314_006,gemini,00314,Indicadors de salut per categoria (00314),essential_key_details,The minimum value is 119.4 milers de pacients,extreme,min,119.4,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,119.4
gemini_00314_007,gemini,00314,Indicadors de salut per categoria (00314),essential_key_details,The overall average value across all evaluated data points is approximately 183.5 milers de pacients,value,,183.5,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,6,6,1,119.4,247.6,183.51666666666665,183.5,43.783764748540705,183.5
chatgpt_00320_001,chatgpt,00320,Indicadors de salut per categoria (00320),overview_and_main_message,This chart compares health indicators across categories,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
chatgpt_00320_002,chatgpt,00320,Indicadors de salut per categoria (00320),overview_and_main_message,"The main message is the difference in level between categories, with Diagnòstic showing the highest value and Atenció primària the lowest",extreme,max,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
chatgpt_00320_003,chatgpt,00320,Indicadors de salut per categoria (00320),chart_structure,"The chart’s purpose is stated by the title, “Indicadors de salut per categoria (00320)",value,,00320,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
chatgpt_00320_004,chatgpt,00320,Indicadors de salut per categoria (00320),chart_structure,"” The X-axis represents categoria, listing 4 categories from Atenció primària to Diagnòstic",value,,4,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,4.0
chatgpt_00320_005,chatgpt,00320,Indicadors de salut per categoria (00320),chart_structure,"The Y-axis represents milers de pacients, ranging from 118.5 to 249.2 milers de pacients",value,,118.5|249.2,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,118.5|249.2
chatgpt_00320_006,chatgpt,00320,Indicadors de salut per categoria (00320),relevant_patterns_trends_and_comparisons,"Values increase steadily across the categories, from Atenció primària to Diagnòstic",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
chatgpt_00320_007,chatgpt,00320,Indicadors de salut per categoria (00320),relevant_patterns_trends_and_comparisons,"Later categories occupy a clearly higher range than earlier categories, indicating a strong gradient across the list",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
chatgpt_00320_008,chatgpt,00320,Indicadors de salut per categoria (00320),relevant_patterns_trends_and_comparisons,"The average is 183.8 thousand patients, with 2 categories above that level and 2 below it",value,>,183.8|2|2,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,183.8
chatgpt_00320_009,chatgpt,00320,Indicadors de salut per categoria (00320),essential_key_details,The minimum value is 118.5 thousand patients for Atenció primària,extreme,min,118.5,,high,supported,checked_against_groundtruth_min,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,118.5
chatgpt_00320_010,chatgpt,00320,Indicadors de salut per categoria (00320),essential_key_details,The maximum value is 249.2 thousand patients for Diagnòstic,extreme,max,249.2,,high,supported,checked_against_groundtruth_max,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,249.2
chatgpt_00320_011,chatgpt,00320,Indicadors de salut per categoria (00320),essential_key_details,The average across all categories is 183.8 thousand patients,value,,183.8,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,183.8
claude_00320_001,claude,00320,Indicadors de salut per categoria (00320),overview_and_main_message,This chart shows a single health indicator measured across four healthcare service categories,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
claude_00320_002,claude,00320,Indicadors de salut per categoria (00320),overview_and_main_message,"The main message is a clear, progressive, and regular increase from primary care to diagnosis, with each successive category registering a substantially higher value than the previous one",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
claude_00320_003,claude,00320,Indicadors de salut per categoria (00320),chart_structure,"The vertical axis measures the indicator in thousands of patients, ranging from 118.5 to 249.2 thousands",value,,118.5|249.2,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,118.5|249.2
claude_00320_004,claude,00320,Indicadors de salut per categoria (00320),relevant_patterns_trends_and_comparisons,"The series increases uniformly across the four categories, with each step adding approximately 43.6 thousand patients",trend,increase,43.6,,medium,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,
claude_00320_005,claude,00320,Indicadors de salut per categoria (00320),relevant_patterns_trends_and_comparisons,Values rise from primary care (118.5) through emergencies (162.1) and hospitalisation (205.6) to diagnosis (249.2),value,,118.5|162.1|205.6|249.2,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,4,4,1,118.5,249.2,183.85,183.85,48.70156568325088,118.5|162.1|205.6|249.2
