claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,evidence_span,verifiability,needs_human_review,verification_status,verification_reason,gt_source,gt_values_count,gt_category_count,gt_series_count,gt_min,gt_max,gt_mean,gt_median,gt_std_dev,matched_values
openai_01682_2505,openai,01682,operations indicators by category (01682),relevant_patterns_trends_and_comparisons,"The first main pattern is a rise from 65.1 thousand orders at Very low to 88.9 at Low, reaching the overall maximum of 91.0 at Medium",extreme,max,65.1|88.9|91.0,,"The first main pattern is a rise from 65.1 thousand orders at Very low to 88.9 at Low, reaching the overall maximum of 91.0 at Medium",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,65.1|88.9|91.0
openai_01682_2506,openai,01682,operations indicators by category (01682),relevant_patterns_trends_and_comparisons,"The value drops to 67.2 at High, then falls much further to 39.2 at Very high and 37.9 at Very high +",value,,67.2|39.2|37.9,,"The value drops to 67.2 at High, then falls much further to 39.2 at Very high and 37.9 at Very high +",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,67.2|39.2|37.9
openai_01682_2507,openai,01682,operations indicators by category (01682),relevant_patterns_trends_and_comparisons,A third important comparison is that the higher-end categories are well below both the peak and the overall average,extreme,max,,,A third important comparison is that the higher-end categories are well below both the peak and the overall average,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,
openai_01682_2508,openai,01682,operations indicators by category (01682),relevant_patterns_trends_and_comparisons,"Medium exceeds the average clearly, while Very high and Very high + are the weakest categories, showing that performance declines substantially beyond the middle of the scale",other,>,,,"Medium exceeds the average clearly, while Very high and Very high + are the weakest categories, showing that performance declines substantially beyond the middle of the scale",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,
openai_01682_2509,openai,01682,operations indicators by category (01682),essential_key_details,The maximum value is 91.0 thousand orders at Medium,extreme,max,91.0,,The maximum value is 91.0 thousand orders at Medium,high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,91.0
openai_01682_2510,openai,01682,operations indicators by category (01682),essential_key_details,The minimum value is 37.9 thousand orders at Very high +,extreme,min,37.9,,The minimum value is 37.9 thousand orders at Very high +,high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,37.9
openai_01682_2511,openai,01682,operations indicators by category (01682),essential_key_details,"The overall average across all six categories is about 64.9 thousand orders, and the median is 66.15 thousand",value,,64.9|66.15,,"The overall average across all six categories is about 64.9 thousand orders, and the median is 66.15 thousand",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,64.9|66.15
openai_01682_2512,openai,01682,operations indicators by category (01682),essential_key_details,Values close to the average include Very low at 65.1 and High at 67.2,value,,65.1|67.2,,Values close to the average include Very low at 65.1 and High at 67.2,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,65.1|67.2
openai_01682_2513,openai,01682,operations indicators by category (01682),essential_key_details,"The total spread is 53.1 thousand orders, indicating substantial variation between categories",value,,53.1,,"The total spread is 53.1 thousand orders, indicating substantial variation between categories",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,37.9,91.0,64.883333,66.15,23.030538,53.1
openai_01694_2514,openai,01694,operations indicators by category (01694),overview_and_main_message,"This line chart shows operations indicators by category, measured in thousands of orders",other,,,,"This line chart shows operations indicators by category, measured in thousands of orders",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,
openai_01694_2515,openai,01694,operations indicators by category (01694),overview_and_main_message,"Its main message is that the indicator is almost completely stable across the category scale, with the same high value in five of the six categories, interrupted by one sharp drop at the “High” category",other,,,,"Its main message is that the indicator is almost completely stable across the category scale, with the same high value in five of the six categories, interrupted by one sharp drop at the “High” category",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,
openai_01694_2516,openai,01694,operations indicators by category (01694),overview_and_main_message,"In other words, the chart communicates a sudden valley rather than a gradual increase or decrease",trend,,,,"In other words, the chart communicates a sudden valley rather than a gradual increase or decrease",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,
openai_01694_2517,openai,01694,operations indicators by category (01694),chart_structure,The displayed values range from 27.8 to 67.2 thousand orders,value,,27.8|67.2,,The displayed values range from 27.8 to 67.2 thousand orders,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,27.8|67.2
openai_01694_2518,openai,01694,operations indicators by category (01694),relevant_patterns_trends_and_comparisons,"The dominant pattern is strong uniformity: Very low, Low, Medium, Very high, and Very high + all have exactly the same value, 67.2 thousand orders",value,,67.2,,"The dominant pattern is strong uniformity: Very low, Low, Medium, Very high, and Very high + all have exactly the same value, 67.2 thousand orders",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,67.2
openai_01694_2519,openai,01694,operations indicators by category (01694),relevant_patterns_trends_and_comparisons,"The only major contrast is the “High” category, which drops to 27.8 thousand orders",value,,27.8,,"The only major contrast is the “High” category, which drops to 27.8 thousand orders",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,27.8
openai_01694_2520,openai,01694,operations indicators by category (01694),relevant_patterns_trends_and_comparisons,This creates a pronounced break from the otherwise flat pattern,other,,,,This creates a pronounced break from the otherwise flat pattern,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,
openai_01694_2521,openai,01694,operations indicators by category (01694),relevant_patterns_trends_and_comparisons,"Because five categories share the maximum value and only one category is much lower, the chart suggests that variation is concentrated in a single category rather than spread across the full range",extreme,max,,,"Because five categories share the maximum value and only one category is much lower, the chart suggests that variation is concentrated in a single category rather than spread across the full range",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,
openai_01694_2522,openai,01694,operations indicators by category (01694),essential_key_details,"The maximum value is 67.2 thousand orders, reached by five categories: Very low, Low, Medium, Very high, and Very high +",extreme,max,67.2,,"The maximum value is 67.2 thousand orders, reached by five categories: Very low, Low, Medium, Very high, and Very high +",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,67.2
openai_01694_2523,openai,01694,operations indicators by category (01694),essential_key_details,The minimum value is 27.8 thousand orders at High,extreme,min,27.8,,The minimum value is 27.8 thousand orders at High,high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,27.8
openai_01694_2524,openai,01694,operations indicators by category (01694),essential_key_details,"The average across all six categories is about 60.6 thousand orders, while the median is 67.2 thousand orders",value,,60.6|67.2,,"The average across all six categories is about 60.6 thousand orders, while the median is 67.2 thousand orders",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,60.6|67.2
openai_01694_2525,openai,01694,operations indicators by category (01694),essential_key_details,"The gap between the minimum and maximum is 39.4 thousand orders, showing that overall variation is driven entirely by the unusually low value at High",extreme,max,39.4,,"The gap between the minimum and maximum is 39.4 thousand orders, showing that overall variation is driven entirely by the unusually low value at High",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,27.8,67.2,60.633333,67.2,16.084983,39.4
openai_01700_2526,openai,01700,operations indicators by category (01700),overview_and_main_message,"This line chart shows operations indicators by category, measured in thousands of orders",other,,,,"This line chart shows operations indicators by category, measured in thousands of orders",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2527,openai,01700,operations indicators by category (01700),overview_and_main_message,Its main message is a clear and steady decline across the ordered categories: values are highest in the “Very low” category and decrease continuously through to “Very high +”,extreme,max,,,Its main message is a clear and steady decline across the ordered categories: values are highest in the “Very low” category and decrease continuously through to “Very high +”,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2528,openai,01700,operations indicators by category (01700),overview_and_main_message,"In practical terms, the chart communicates that the indicator becomes progressively smaller as the category level increases",trend,,,,"In practical terms, the chart communicates that the indicator becomes progressively smaller as the category level increases",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2529,openai,01700,operations indicators by category (01700),chart_structure,” It represents the relationship between category level and the number of orders,other,,,,” It represents the relationship between category level and the number of orders,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2530,openai,01700,operations indicators by category (01700),chart_structure,"The Y-axis shows the indicator value in thousands of orders, ranging from 21.2 to 72.2",value,,21.2|72.2,,"The Y-axis shows the indicator value in thousands of orders, ranging from 21.2 to 72.2",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,21.2|72.2
openai_01700_2531,openai,01700,operations indicators by category (01700),relevant_patterns_trends_and_comparisons,"The dominant pattern is a monotonic downward trend across all six categories, with no reversals or plateaus",other,,,,"The dominant pattern is a monotonic downward trend across all six categories, with no reversals or plateaus",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2532,openai,01700,operations indicators by category (01700),relevant_patterns_trends_and_comparisons,Every step from one category to the next shows a lower value than the previous one,other,,,,Every step from one category to the next shows a lower value than the previous one,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2533,openai,01700,operations indicators by category (01700),relevant_patterns_trends_and_comparisons,The highest values are concentrated in the lower categories,extreme,max,,,The highest values are concentrated in the lower categories,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2534,openai,01700,operations indicators by category (01700),relevant_patterns_trends_and_comparisons,"“Very low” records 72.2 thousand orders and “Low” 64.9 thousand, both clearly above the overall average of about 48.5 thousand",value,>,72.2|64.9|48.5,,"“Very low” records 72.2 thousand orders and “Low” 64.9 thousand, both clearly above the overall average of about 48.5 thousand",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,72.2|64.9|48.5
openai_01700_2535,openai,01700,operations indicators by category (01700),relevant_patterns_trends_and_comparisons,"From “Medium” onward, the series moves closer to or below that average",other,<,,,"From “Medium” onward, the series moves closer to or below that average",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,
openai_01700_2536,openai,01700,operations indicators by category (01700),relevant_patterns_trends_and_comparisons,"“Very high” is 34.6 thousand orders and “Very high +” falls to 21.2 thousand, creating a wide overall spread of 51.0 thousand orders between the maximum and minimum",extreme,max,34.6|21.2|51.0,,"“Very high” is 34.6 thousand orders and “Very high +” falls to 21.2 thousand, creating a wide overall spread of 51.0 thousand orders between the maximum and minimum",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,34.6|21.2|51.0
openai_01700_2537,openai,01700,operations indicators by category (01700),essential_key_details,The maximum value is 72.2 thousand orders in “Very low,extreme,max,72.2,,The maximum value is 72.2 thousand orders in “Very low,high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,72.2
openai_01700_2538,openai,01700,operations indicators by category (01700),essential_key_details,” The minimum value is 21.2 thousand orders in “Very high +,extreme,min,21.2,,” The minimum value is 21.2 thousand orders in “Very high +,high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,21.2
openai_01700_2539,openai,01700,operations indicators by category (01700),essential_key_details,"” The average across all categories is approximately 48.5 thousand orders, and the median is 49.1 thousand",value,,48.5|49.1,,"” The average across all categories is approximately 48.5 thousand orders, and the median is 49.1 thousand",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,48.5|49.1
openai_01700_2540,openai,01700,operations indicators by category (01700),essential_key_details,Key intermediate values show the progression of decline: 52.7 thousand at “Medium” and 45.5 thousand at “High,value,,52.7|45.5,,Key intermediate values show the progression of decline: 52.7 thousand at “Medium” and 45.5 thousand at “High,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,52.7|45.5
openai_01700_2541,openai,01700,operations indicators by category (01700),essential_key_details,"” Overall, the chart presents a consistent decrease from 72.2 to 21.2 thousand orders as categories move from Very low to Very high +",trend,,72.2|21.2,,"” Overall, the chart presents a consistent decrease from 72.2 to 21.2 thousand orders as categories move from Very low to Very high +",medium,True,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,21.2,72.2,48.516667,49.1,18.951456,72.2|21.2
openai_01710_2542,openai,01710,Evolution of climate by period (01710),overview_and_main_message,"This line chart shows the evolution of three climate-related emission series across periods from 2015 to 2025: CO₂, Methane, and Nitrous oxide, measured in ktCO₂e",value,,2015|2025,2015|2025,"This line chart shows the evolution of three climate-related emission series across periods from 2015 to 2025: CO₂, Methane, and Nitrous oxide, measured in ktCO₂e",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2543,openai,01710,Evolution of climate by period (01710),overview_and_main_message,Its purpose is to show how these indicators change over time and to help identify the highest and lowest values,extreme,max,,,Its purpose is to show how these indicators change over time and to help identify the highest and lowest values,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2544,openai,01710,Evolution of climate by period (01710),overview_and_main_message,"The main message is that all three series follow a similar pattern: they rise from 2015 to a peak around 2018, then decline steadily to their lowest levels around 2023 or 2024, followed by a modest rebound in 2025",extreme,max,2015|2018.|2023|2024.|2025,2015|2018|2023|2024|2025,"The main message is that all three series follow a similar pattern: they rise from 2015 to a peak around 2018, then decline steadily to their lowest levels around 2023 or 2024, followed by a modest rebound in 2025",high,False,contradicted,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2545,openai,01710,Evolution of climate by period (01710),overview_and_main_message,"Throughout the whole period, Nitrous oxide remains the highest of the three series, while CO₂ is consistently the lowest",extreme,max,,,"Throughout the whole period, Nitrous oxide remains the highest of the three series, while CO₂ is consistently the lowest",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2546,openai,01710,Evolution of climate by period (01710),chart_structure,The X axis is labelled Period and contains yearly categories from 2015 through 2025,value,,2015|2025,2015|2025,The X axis is labelled Period and contains yearly categories from 2015 through 2025,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2547,openai,01710,Evolution of climate by period (01710),chart_structure,The Y axis is labelled ktCO₂e and ranges from 78.7 to 181.0 ktCO₂e,value,,78.7|181.0,,The Y axis is labelled ktCO₂e and ranges from 78.7 to 181.0 ktCO₂e,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,78.7|181.0
openai_01710_2548,openai,01710,Evolution of climate by period (01710),chart_structure,"The three lines correspond to the series CO₂, Methane, and Nitrous oxide",other,,,,"The three lines correspond to the series CO₂, Methane, and Nitrous oxide",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2549,openai,01710,Evolution of climate by period (01710),relevant_patterns_trends_and_comparisons,"All three series increase from 2015 to 2018, indicating a shared upward phase",trend,,2015|2018.,2015|2018,"All three series increase from 2015 to 2018, indicating a shared upward phase",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2550,openai,01710,Evolution of climate by period (01710),relevant_patterns_trends_and_comparisons,"The overall average across all data points also reflects this high period, with yearly means rising from about 128.8 ktCO₂e in 2015 to the highest yearly average of about 168.0 in 2018",extreme,max,128.8|2015|168.0|2018,2015|2018,"The overall average across all data points also reflects this high period, with yearly means rising from about 128.8 ktCO₂e in 2015 to the highest yearly average of about 168.0 in 2018",high,False,contradicted,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2551,openai,01710,Evolution of climate by period (01710),relevant_patterns_trends_and_comparisons,"After 2018, all series decline markedly through 2023 or 2024",value,,2018.|2023|2024,2018|2023|2024,"After 2018, all series decline markedly through 2023 or 2024",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2552,openai,01710,Evolution of climate by period (01710),relevant_patterns_trends_and_comparisons,"The lowest yearly average occurs in 2023 at about 92.0 ktCO₂e, showing that this is the deepest common downturn across the chart",extreme,min,2023|92.0,2023,"The lowest yearly average occurs in 2023 at about 92.0 ktCO₂e, showing that this is the deepest common downturn across the chart",high,False,contradicted,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2553,openai,01710,Evolution of climate by period (01710),relevant_patterns_trends_and_comparisons,"The relative ranking is stable across the whole time span: Nitrous oxide is always the highest series, Methane stays in the middle, and CO₂ is always the lowest",extreme,max,,,"The relative ranking is stable across the whole time span: Nitrous oxide is always the highest series, Methane stays in the middle, and CO₂ is always the lowest",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,
openai_01710_2554,openai,01710,Evolution of climate by period (01710),relevant_patterns_trends_and_comparisons,"Their average values over the full period are about 142.0 ktCO₂e for Nitrous oxide, 130.4 for Methane, and 115.9 for CO₂",value,,142.0|130.4|115.9,,"Their average values over the full period are about 142.0 ktCO₂e for Nitrous oxide, 130.4 for Methane, and 115.9 for CO₂",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,130.4
openai_01710_2555,openai,01710,Evolution of climate by period (01710),essential_key_details,"The maximum value in the chart is 181.0 ktCO₂e, reached by Nitrous oxide in 2018",extreme,max,181.0|2018,2018,"The maximum value in the chart is 181.0 ktCO₂e, reached by Nitrous oxide in 2018",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,181.0
openai_01710_2556,openai,01710,Evolution of climate by period (01710),essential_key_details,"The minimum value is 78.7 ktCO₂e, reached by CO₂ in 2023",extreme,min,78.7|2023,2023,"The minimum value is 78.7 ktCO₂e, reached by CO₂ in 2023",high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,78.7
openai_01710_2557,openai,01710,Evolution of climate by period (01710),essential_key_details,"By series, CO₂ ranges from 78.7 to 149.7 and averages 115.9 ktCO₂e",value,,78.7|149.7|115.9,,"By series, CO₂ ranges from 78.7 to 149.7 and averages 115.9 ktCO₂e",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,78.7|149.7
openai_01710_2558,openai,01710,Evolution of climate by period (01710),essential_key_details,Methane ranges from 89.9 to 173.2 and averages 130.4,value,,89.9|173.2|130.4,,Methane ranges from 89.9 to 173.2 and averages 130.4,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,89.9|173.2|130.4
openai_01710_2559,openai,01710,Evolution of climate by period (01710),essential_key_details,Nitrous oxide ranges from 107.4 to 181.0 and averages 142.0,value,,107.4|181.0|142.0,,Nitrous oxide ranges from 107.4 to 181.0 and averages 142.0,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,107.4|181.0
openai_01710_2560,openai,01710,Evolution of climate by period (01710),essential_key_details,"A key milestone is 2018, when all three series are at or near their peaks: CO₂ at 149.7, Methane at 173.2, and Nitrous oxide at 181.0",extreme,max,2018.|149.7|173.2|181.0,2018,"A key milestone is 2018, when all three series are at or near their peaks: CO₂ at 149.7, Methane at 173.2, and Nitrous oxide at 181.0",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,149.7|173.2|181.0
openai_01710_2561,openai,01710,Evolution of climate by period (01710),essential_key_details,"Another key milestone is the trough around 2023 to 2024: CO₂ falls to 78.7 in 2023, Methane reaches its minimum of 89.9 in 2024, and Nitrous oxide reaches its minimum of 107.4 in 2023",extreme,min,2023|2024|78.7|2023.|89.9|2024.|107.4|2023,2023|2024|2023|2024|2023,"Another key milestone is the trough around 2023 to 2024: CO₂ falls to 78.7 in 2023, Methane reaches its minimum of 89.9 in 2024, and Nitrous oxide reaches its minimum of 107.4 in 2023",high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,78.7|89.9|107.4
openai_01710_2562,openai,01710,Evolution of climate by period (01710),essential_key_details,"In 2025, each series rises again to 98.4 for CO₂, 109.0 for Methane, and 120.7 for Nitrous oxide, indicating a partial recovery after the decline",value,,2025.|98.4|109.0|120.7,2025,"In 2025, each series rises again to 98.4 for CO₂, 109.0 for Methane, and 120.7 for Nitrous oxide, indicating a partial recovery after the decline",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",33,11,3,78.7,181.0,129.451515,128.3,29.317381,98.4|109.0|120.7
openai_01711_2563,openai,01711,web analytics indicators by category (01711),overview_and_main_message,"This line chart shows web analytics indicators by category, measured in thousands of sessions",other,,,,"This line chart shows web analytics indicators by category, measured in thousands of sessions",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",4,4,1,245.2,826.8,537.85,539.7,245.442043,
openai_01711_2564,openai,01711,web analytics indicators by category (01711),overview_and_main_message,"Its main message is a clear, steady increase across the four traffic categories: Direct has the lowest session volume, followed by Organic and Social, while Email has the highest",extreme,max,,,"Its main message is a clear, steady increase across the four traffic categories: Direct has the lowest session volume, followed by Organic and Social, while Email has the highest",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",4,4,1,245.2,826.8,537.85,539.7,245.442043,
openai_01711_2565,openai,01711,web analytics indicators by category (01711),overview_and_main_message,"Rather than showing fluctuation or seasonality, the chart communicates a simple upward progression from one category to the next",other,,,,"Rather than showing fluctuation or seasonality, the chart communicates a simple upward progression from one category to the next",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",4,4,1,245.2,826.8,537.85,539.7,245.442043,
openai_01711_2566,openai,01711,web analytics indicators by category (01711),chart_structure,"The Y axis represents thousands of sessions, with values ranging from 245.2 to 826.8 thousand sessions",value,,245.2|826.8,,"The Y axis represents thousands of sessions, with values ranging from 245.2 to 826.8 thousand sessions",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",4,4,1,245.2,826.8,537.85,539.7,245.442043,245.2|826.8
openai_01711_2567,openai,01711,web analytics indicators by category (01711),relevant_patterns_trends_and_comparisons,"The first notable pattern is a consistent rise in sessions across every category, from 245.2 thousand for Direct to 826.8 thousand for Email, with no reversals",ranking,,245.2|826.8,,"The first notable pattern is a consistent rise in sessions across every category, from 245.2 thousand for Direct to 826.8 thousand for Email, with no reversals",medium,True,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",4,4,1,245.2,826.8,537.85,539.7,245.442043,245.2|826.8
openai_01711_2568,openai,01711,web analytics indicators by category (01711),relevant_patterns_trends_and_comparisons,"A second pattern is that Email stands out as the strongest category, substantially above the overall average of 537.85 thousand sessions, while Direct is substantially below that average",ranking,>,537.85,,"A second pattern is that Email stands out as the strongest category, substantially above the overall average of 537.85 thousand sessions, while Direct is substantially below that average",medium,True,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",4,4,1,245.2,826.8,537.85,539.7,245.442043,537.85
